월별,시간별,항목,2021 년
1월,1시,출판업,891
1월,1시,영상/ 오디오 기록물 제작 및 배급업,551
1월,1시,방송업,835
1월,1시,통신업,935
1월,1시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,904
1월,1시,정보서비스업,913
1월,1시,금융업,482
1월,1시,보험 및 연금업,552
1월,1시,금융 및 보험 관련 서비스업,616
1월,1시,부동산업,591
1월,1시,연구개발업,809
1월,1시,전문서비스업,638
1월,1시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,722
1월,1시,기타 전문/ 과학 및 기술 서비스업,739
1월,1시,사업시설 관리 및 조경 서비스업,678
1월,1시,사업지원 서비스업,625
1월,1시,임대업;부동산 제외,522
1월,1시,공공행정/ 국방 및 사회보장 행정,707
1월,1시,교육 서비스업,717
1월,1시,보건업,729
1월,1시,사회복지 서비스업,1097
1월,1시,창작/ 예술 및 여가관련 서비스업,641
1월,1시,스포츠 및 오락관련 서비스업,705
1월,1시,협회 및 단체,888
1월,1시,개인 및 소비용품 수리업,374
1월,1시,기타 개인 서비스업,576
1월,1시,가구내 고용활동,575
1월,1시,국제 및 외국기관,892
1월,2시,농업,1107
1월,2시,임업,839
1월,2시,어업,989
1월,2시,석탄/ 원유 및 천연가스 광업,818
1월,2시,금속 광업,772
1월,2시,비금속광물 광업;연료용 제외,555
1월,2시,광업 지원 서비스업,741
1월,2시,식료품 제조업,771
1월,2시,음료 제조업,838
1월,2시,담배 제조업,858
1월,2시,섬유제품 제조업; 의복제외,867
1월,2시,의복/ 의복액세서리 및 모피제품 제조업,425
1월,2시,가죽/ 가방 및 신발 제조업,499
1월,2시,목재 및 나무제품 제조업;가구제외,735
1월,2시,펄프/ 종이 및 종이제품 제조업,934
1월,2시,인쇄 및 기록매체 복제업,542
1월,2시,코크스/ 연탄 및 석유정제품 제조업,999
1월,2시,화학물질 및 화학제품 제조업;의약품 제외,930
1월,2시,의료용 물질 및 의약품 제조업,826
1월,2시,고무제품 및 플라스틱제품 제조업,790
1월,2시,비금속 광물제품 제조업,942
1월,2시,1차 금속 제조업,1106
1월,2시,금속가공제품 제조업;기계 및 가구 제외,679
1월,2시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,951
1월,2시,의료/ 정밀/ 광학기기 및 시계 제조업,936
1월,2시,전기장비 제조업,887
1월,2시,기타 기계 및 장비 제조업,622
1월,2시,자동차 및 트레일러 제조업,718
1월,2시,기타 운송장비 제조업,741
1월,2시,가구 제조업,449
1월,2시,기타 제품 제조업,633
1월,2시,산업용 기계 및 장비 수리업,602
1월,2시,전기/ 가스/ 증기 및 공기조절 공급업,1006
1월,2시,수도사업,931
1월,2시,하수/ 폐수 및 분뇨 처리업,963
1월,2시,폐기물 수집운반/ 처리 및 원료재생업,747
1월,2시,환경 정화 및 복원업,645
1월,2시,종합 건설업,739
1월,2시,전문직별 공사업,698
1월,2시,자동차 및 부품 판매업,420
1월,2시,도매 및 상품중개업,595
1월,2시,소매업; 자동차 제외,523
1월,2시,육상운송 및 파이프라인 운송업,416
1월,2시,수상 운송업,888
1월,2시,항공 운송업,631
1월,2시,창고 및 운송관련 서비스업,770
1월,2시,숙박업,980
1월,2시,음식점 및 주점업,502
1월,2시,출판업,868
1월,2시,영상/ 오디오 기록물 제작 및 배급업,543
1월,2시,방송업,834
1월,2시,통신업,927
1월,2시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,902
1월,2시,정보서비스업,923
1월,2시,금융업,472
1월,2시,보험 및 연금업,552
1월,2시,금융 및 보험 관련 서비스업,611
1월,2시,부동산업,564
1월,2시,연구개발업,802
1월,2시,전문서비스업,604
1월,2시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,760
1월,2시,기타 전문/ 과학 및 기술 서비스업,727
1월,2시,사업시설 관리 및 조경 서비스업,676
1월,2시,사업지원 서비스업,605
1월,2시,임대업;부동산 제외,506
1월,2시,공공행정/ 국방 및 사회보장 행정,698
1월,2시,교육 서비스업,716
1월,2시,보건업,723
1월,2시,사회복지 서비스업,1068
1월,2시,창작/ 예술 및 여가관련 서비스업,634
1월,2시,스포츠 및 오락관련 서비스업,694
1월,2시,협회 및 단체,868
1월,2시,개인 및 소비용품 수리업,354
1월,2시,기타 개인 서비스업,559
1월,2시,가구내 고용활동,538
1월,2시,국제 및 외국기관,884
1월,3시,농업,1114
1월,3시,임업,830
1월,3시,어업,989
1월,3시,석탄/ 원유 및 천연가스 광업,826
1월,3시,금속 광업,747
1월,3시,비금속광물 광업;연료용 제외,546
1월,3시,광업 지원 서비스업,735
1월,3시,식료품 제조업,765
1월,3시,음료 제조업,840
1월,3시,담배 제조업,842
1월,3시,섬유제품 제조업; 의복제외,862
1월,3시,의복/ 의복액세서리 및 모피제품 제조업,417
1월,3시,가죽/ 가방 및 신발 제조업,498
1월,3시,목재 및 나무제품 제조업;가구제외,734
1월,3시,펄프/ 종이 및 종이제품 제조업,948
1월,3시,인쇄 및 기록매체 복제업,557
1월,3시,코크스/ 연탄 및 석유정제품 제조업,1000
1월,3시,화학물질 및 화학제품 제조업;의약품 제외,929
1월,3시,의료용 물질 및 의약품 제조업,823
1월,3시,고무제품 및 플라스틱제품 제조업,795
1월,3시,비금속 광물제품 제조업,949
1월,3시,1차 금속 제조업,1104
1월,3시,금속가공제품 제조업;기계 및 가구 제외,681
1월,3시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,952
1월,3시,의료/ 정밀/ 광학기기 및 시계 제조업,916
1월,3시,전기장비 제조업,891
1월,3시,기타 기계 및 장비 제조업,623
1월,3시,자동차 및 트레일러 제조업,715
1월,3시,기타 운송장비 제조업,698
1월,3시,가구 제조업,452
1월,3시,기타 제품 제조업,635
1월,3시,산업용 기계 및 장비 수리업,597
1월,3시,전기/ 가스/ 증기 및 공기조절 공급업,996
1월,3시,수도사업,909
1월,3시,하수/ 폐수 및 분뇨 처리업,949
1월,3시,폐기물 수집운반/ 처리 및 원료재생업,749
1월,3시,환경 정화 및 복원업,616
1월,3시,종합 건설업,716
1월,3시,전문직별 공사업,692
1월,3시,자동차 및 부품 판매업,411
1월,3시,도매 및 상품중개업,627
1월,3시,소매업; 자동차 제외,513
1월,3시,육상운송 및 파이프라인 운송업,402
1월,3시,수상 운송업,861
1월,3시,항공 운송업,624
1월,3시,창고 및 운송관련 서비스업,757
1월,3시,숙박업,943
1월,3시,음식점 및 주점업,480
1월,3시,출판업,862
1월,3시,영상/ 오디오 기록물 제작 및 배급업,531
1월,3시,방송업,819
1월,3시,통신업,921
1월,3시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,901
1월,3시,정보서비스업,919
1월,3시,금융업,469
1월,3시,보험 및 연금업,547
1월,3시,금융 및 보험 관련 서비스업,610
1월,3시,부동산업,549
1월,3시,연구개발업,804
1월,3시,전문서비스업,597
1월,3시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,758
1월,3시,기타 전문/ 과학 및 기술 서비스업,722
1월,3시,사업시설 관리 및 조경 서비스업,668
1월,3시,사업지원 서비스업,592
1월,3시,임대업;부동산 제외,503
1월,3시,공공행정/ 국방 및 사회보장 행정,694
1월,3시,교육 서비스업,712
1월,3시,보건업,719
1월,3시,사회복지 서비스업,1032
1월,3시,창작/ 예술 및 여가관련 서비스업,633
1월,3시,스포츠 및 오락관련 서비스업,684
1월,3시,협회 및 단체,856
1월,3시,개인 및 소비용품 수리업,344
1월,3시,기타 개인 서비스업,555
1월,3시,가구내 고용활동,537
1월,3시,국제 및 외국기관,881
1월,4시,농업,1126
1월,4시,임업,828
1월,4시,어업,987
1월,4시,석탄/ 원유 및 천연가스 광업,800
1월,4시,금속 광업,725
1월,4시,비금속광물 광업;연료용 제외,584
1월,4시,광업 지원 서비스업,730
1월,4시,식료품 제조업,757
1월,4시,음료 제조업,841
1월,4시,담배 제조업,825
1월,4시,섬유제품 제조업; 의복제외,860
1월,4시,의복/ 의복액세서리 및 모피제품 제조업,415
1월,4시,가죽/ 가방 및 신발 제조업,502
1월,4시,목재 및 나무제품 제조업;가구제외,729
1월,4시,펄프/ 종이 및 종이제품 제조업,954
1월,4시,인쇄 및 기록매체 복제업,561
1월,4시,코크스/ 연탄 및 석유정제품 제조업,999
1월,4시,화학물질 및 화학제품 제조업;의약품 제외,928
1월,4시,의료용 물질 및 의약품 제조업,823
1월,4시,고무제품 및 플라스틱제품 제조업,803
1월,4시,비금속 광물제품 제조업,958
1월,4시,1차 금속 제조업,1100
1월,4시,금속가공제품 제조업;기계 및 가구 제외,675
1월,4시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,952
1월,4시,의료/ 정밀/ 광학기기 및 시계 제조업,918
1월,4시,전기장비 제조업,896
1월,4시,기타 기계 및 장비 제조업,626
1월,4시,자동차 및 트레일러 제조업,710
1월,4시,기타 운송장비 제조업,683
1월,4시,가구 제조업,457
1월,4시,기타 제품 제조업,631
1월,4시,산업용 기계 및 장비 수리업,594
1월,4시,전기/ 가스/ 증기 및 공기조절 공급업,1022
1월,4시,수도사업,900
1월,4시,하수/ 폐수 및 분뇨 처리업,941
1월,4시,폐기물 수집운반/ 처리 및 원료재생업,746
1월,4시,환경 정화 및 복원업,601
1월,4시,종합 건설업,705
1월,4시,전문직별 공사업,692
1월,4시,자동차 및 부품 판매업,410
1월,4시,도매 및 상품중개업,629
1월,4시,소매업; 자동차 제외,509
1월,4시,육상운송 및 파이프라인 운송업,409
1월,4시,수상 운송업,860
1월,4시,항공 운송업,631
1월,4시,창고 및 운송관련 서비스업,753
1월,4시,숙박업,920
1월,4시,음식점 및 주점업,470
1월,4시,출판업,863
1월,4시,영상/ 오디오 기록물 제작 및 배급업,526
1월,4시,방송업,797
1월,4시,통신업,919
1월,4시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,892
1월,4시,정보서비스업,916
1월,4시,금융업,470
1월,4시,보험 및 연금업,545
1월,4시,금융 및 보험 관련 서비스업,612
1월,4시,부동산업,543
1월,4시,연구개발업,801
1월,4시,전문서비스업,588
1월,4시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,737
1월,4시,기타 전문/ 과학 및 기술 서비스업,726
1월,4시,사업시설 관리 및 조경 서비스업,667
1월,4시,사업지원 서비스업,589
1월,4시,임대업;부동산 제외,508
1월,4시,공공행정/ 국방 및 사회보장 행정,694
1월,4시,교육 서비스업,708
1월,4시,보건업,722
1월,4시,사회복지 서비스업,1000
1월,4시,창작/ 예술 및 여가관련 서비스업,628
1월,4시,스포츠 및 오락관련 서비스업,684
1월,4시,협회 및 단체,875
1월,4시,개인 및 소비용품 수리업,340
1월,4시,기타 개인 서비스업,581
1월,4시,가구내 고용활동,551
1월,4시,국제 및 외국기관,883
1월,5시,농업,1144
1월,5시,임업,831
1월,5시,어업,988
1월,5시,석탄/ 원유 및 천연가스 광업,786
1월,5시,금속 광업,724
1월,5시,비금속광물 광업;연료용 제외,584
1월,5시,광업 지원 서비스업,731
1월,5시,식료품 제조업,758
1월,5시,음료 제조업,839
1월,5시,담배 제조업,811
1월,5시,섬유제품 제조업; 의복제외,858
1월,5시,의복/ 의복액세서리 및 모피제품 제조업,417
1월,5시,가죽/ 가방 및 신발 제조업,520
1월,5시,목재 및 나무제품 제조업;가구제외,736
1월,5시,펄프/ 종이 및 종이제품 제조업,952
1월,5시,인쇄 및 기록매체 복제업,565
1월,5시,코크스/ 연탄 및 석유정제품 제조업,999
1월,5시,화학물질 및 화학제품 제조업;의약품 제외,929
1월,5시,의료용 물질 및 의약품 제조업,826
1월,5시,고무제품 및 플라스틱제품 제조업,797
1월,5시,비금속 광물제품 제조업,957
1월,5시,1차 금속 제조업,1091
1월,5시,금속가공제품 제조업;기계 및 가구 제외,673
1월,5시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,953
1월,5시,의료/ 정밀/ 광학기기 및 시계 제조업,946
1월,5시,전기장비 제조업,891
1월,5시,기타 기계 및 장비 제조업,630
1월,5시,자동차 및 트레일러 제조업,712
1월,5시,기타 운송장비 제조업,682
1월,5시,가구 제조업,467
1월,5시,기타 제품 제조업,632
1월,5시,산업용 기계 및 장비 수리업,601
1월,5시,전기/ 가스/ 증기 및 공기조절 공급업,1039
1월,5시,수도사업,900
1월,5시,하수/ 폐수 및 분뇨 처리업,937
1월,5시,폐기물 수집운반/ 처리 및 원료재생업,753
1월,5시,환경 정화 및 복원업,628
1월,5시,종합 건설업,717
1월,5시,전문직별 공사업,702
1월,5시,자동차 및 부품 판매업,421
1월,5시,도매 및 상품중개업,642
1월,5시,소매업; 자동차 제외,516
1월,5시,육상운송 및 파이프라인 운송업,482
1월,5시,수상 운송업,843
1월,5시,항공 운송업,641
1월,5시,창고 및 운송관련 서비스업,759
1월,5시,숙박업,917
1월,5시,음식점 및 주점업,473
1월,5시,출판업,873
1월,5시,영상/ 오디오 기록물 제작 및 배급업,521
1월,5시,방송업,797
1월,5시,통신업,919
1월,5시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,891
1월,5시,정보서비스업,914
1월,5시,금융업,485
1월,5시,보험 및 연금업,558
1월,5시,금융 및 보험 관련 서비스업,620
1월,5시,부동산업,551
1월,5시,연구개발업,807
1월,5시,전문서비스업,589
1월,5시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,716
1월,5시,기타 전문/ 과학 및 기술 서비스업,736
1월,5시,사업시설 관리 및 조경 서비스업,675
1월,5시,사업지원 서비스업,594
1월,5시,임대업;부동산 제외,532
1월,5시,공공행정/ 국방 및 사회보장 행정,704
1월,5시,교육 서비스업,709
1월,5시,보건업,742
1월,5시,사회복지 서비스업,985
1월,5시,창작/ 예술 및 여가관련 서비스업,635
1월,5시,스포츠 및 오락관련 서비스업,701
1월,5시,협회 및 단체,1039
1월,5시,개인 및 소비용품 수리업,345
1월,5시,기타 개인 서비스업,676
1월,5시,가구내 고용활동,774
1월,5시,국제 및 외국기관,893
1월,6시,농업,1173
1월,6시,임업,837
1월,6시,어업,993
1월,6시,석탄/ 원유 및 천연가스 광업,820
1월,6시,금속 광업,682
1월,6시,비금속광물 광업;연료용 제외,597
1월,6시,광업 지원 서비스업,742
1월,6시,식료품 제조업,771
1월,6시,음료 제조업,841
1월,6시,담배 제조업,761
1월,6시,섬유제품 제조업; 의복제외,860
1월,6시,의복/ 의복액세서리 및 모피제품 제조업,430
1월,6시,가죽/ 가방 및 신발 제조업,580
1월,6시,목재 및 나무제품 제조업;가구제외,752
1월,6시,펄프/ 종이 및 종이제품 제조업,944
1월,6시,인쇄 및 기록매체 복제업,581
1월,6시,코크스/ 연탄 및 석유정제품 제조업,997
1월,6시,화학물질 및 화학제품 제조업;의약품 제외,932
1월,6시,의료용 물질 및 의약품 제조업,830
1월,6시,고무제품 및 플라스틱제품 제조업,795
1월,6시,비금속 광물제품 제조업,962
1월,6시,1차 금속 제조업,1074
1월,6시,금속가공제품 제조업;기계 및 가구 제외,676
1월,6시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,953
1월,6시,의료/ 정밀/ 광학기기 및 시계 제조업,936
1월,6시,전기장비 제조업,880
1월,6시,기타 기계 및 장비 제조업,641
1월,6시,자동차 및 트레일러 제조업,723
1월,6시,기타 운송장비 제조업,683
1월,6시,가구 제조업,485
1월,6시,기타 제품 제조업,649
1월,6시,산업용 기계 및 장비 수리업,643
1월,6시,전기/ 가스/ 증기 및 공기조절 공급업,1016
1월,6시,수도사업,917
1월,6시,하수/ 폐수 및 분뇨 처리업,937
1월,6시,폐기물 수집운반/ 처리 및 원료재생업,773
1월,6시,환경 정화 및 복원업,627
1월,6시,종합 건설업,765
1월,6시,전문직별 공사업,754
1월,6시,자동차 및 부품 판매업,462
1월,6시,도매 및 상품중개업,671
1월,6시,소매업; 자동차 제외,542
1월,6시,육상운송 및 파이프라인 운송업,775
1월,6시,수상 운송업,957
1월,6시,항공 운송업,656
1월,6시,창고 및 운송관련 서비스업,787
1월,6시,숙박업,937
1월,6시,음식점 및 주점업,499
1월,6시,출판업,891
1월,6시,영상/ 오디오 기록물 제작 및 배급업,540
1월,6시,방송업,849
1월,6시,통신업,927
1월,6시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,899
1월,6시,정보서비스업,927
1월,6시,금융업,540
1월,6시,보험 및 연금업,640
1월,6시,금융 및 보험 관련 서비스업,687
1월,6시,부동산업,589
1월,6시,연구개발업,829
1월,6시,전문서비스업,648
1월,6시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,737
1월,6시,기타 전문/ 과학 및 기술 서비스업,771
1월,6시,사업시설 관리 및 조경 서비스업,685
1월,6시,사업지원 서비스업,638
1월,6시,임대업;부동산 제외,557
1월,6시,공공행정/ 국방 및 사회보장 행정,749
1월,6시,교육 서비스업,729
1월,6시,보건업,812
1월,6시,사회복지 서비스업,1017
1월,6시,창작/ 예술 및 여가관련 서비스업,652
1월,6시,스포츠 및 오락관련 서비스업,755
1월,6시,협회 및 단체,1191
1월,6시,개인 및 소비용품 수리업,375
1월,6시,기타 개인 서비스업,798
1월,6시,가구내 고용활동,822
1월,6시,국제 및 외국기관,947
1월,7시,농업,1213
1월,7시,임업,842
1월,7시,어업,1003
1월,7시,석탄/ 원유 및 천연가스 광업,924
1월,7시,금속 광업,666
1월,7시,비금속광물 광업;연료용 제외,778
1월,7시,광업 지원 서비스업,831
1월,7시,식료품 제조업,830
1월,7시,음료 제조업,891
1월,7시,담배 제조업,765
1월,7시,섬유제품 제조업; 의복제외,887
1월,7시,의복/ 의복액세서리 및 모피제품 제조업,496
1월,7시,가죽/ 가방 및 신발 제조업,747
1월,7시,목재 및 나무제품 제조업;가구제외,776
1월,7시,펄프/ 종이 및 종이제품 제조업,949
1월,7시,인쇄 및 기록매체 복제업,628
1월,7시,코크스/ 연탄 및 석유정제품 제조업,996
1월,7시,화학물질 및 화학제품 제조업;의약품 제외,950
1월,7시,의료용 물질 및 의약품 제조업,861
1월,7시,고무제품 및 플라스틱제품 제조업,847
1월,7시,비금속 광물제품 제조업,999
1월,7시,1차 금속 제조업,1063
1월,7시,금속가공제품 제조업;기계 및 가구 제외,746
1월,7시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,961
1월,7시,의료/ 정밀/ 광학기기 및 시계 제조업,933
1월,7시,전기장비 제조업,883
1월,7시,기타 기계 및 장비 제조업,706
1월,7시,자동차 및 트레일러 제조업,833
1월,7시,기타 운송장비 제조업,787
1월,7시,가구 제조업,546
1월,7시,기타 제품 제조업,715
1월,7시,산업용 기계 및 장비 수리업,727
1월,7시,전기/ 가스/ 증기 및 공기조절 공급업,988
1월,7시,수도사업,974
1월,7시,하수/ 폐수 및 분뇨 처리업,950
1월,7시,폐기물 수집운반/ 처리 및 원료재생업,821
1월,7시,환경 정화 및 복원업,788
1월,7시,종합 건설업,881
1월,7시,전문직별 공사업,860
1월,7시,자동차 및 부품 판매업,580
1월,7시,도매 및 상품중개업,734
1월,7시,소매업; 자동차 제외,607
1월,7시,육상운송 및 파이프라인 운송업,1084
1월,7시,수상 운송업,966
1월,7시,항공 운송업,730
1월,7시,창고 및 운송관련 서비스업,850
1월,7시,숙박업,970
1월,7시,음식점 및 주점업,557
1월,7시,출판업,935
1월,7시,영상/ 오디오 기록물 제작 및 배급업,599
1월,7시,방송업,944
1월,7시,통신업,951
1월,7시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,920
1월,7시,정보서비스업,951
1월,7시,금융업,645
1월,7시,보험 및 연금업,863
1월,7시,금융 및 보험 관련 서비스업,840
1월,7시,부동산업,673
1월,7시,연구개발업,890
1월,7시,전문서비스업,764
1월,7시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,797
1월,7시,기타 전문/ 과학 및 기술 서비스업,828
1월,7시,사업시설 관리 및 조경 서비스업,743
1월,7시,사업지원 서비스업,726
1월,7시,임대업;부동산 제외,598
1월,7시,공공행정/ 국방 및 사회보장 행정,878
1월,7시,교육 서비스업,788
1월,7시,보건업,920
1월,7시,사회복지 서비스업,1069
1월,7시,창작/ 예술 및 여가관련 서비스업,729
1월,7시,스포츠 및 오락관련 서비스업,860
1월,7시,협회 및 단체,1048
1월,7시,개인 및 소비용품 수리업,483
1월,7시,기타 개인 서비스업,879
1월,7시,가구내 고용활동,841
1월,7시,국제 및 외국기관,1005
1월,8시,농업,1246
1월,8시,임업,916
1월,8시,어업,1013
1월,8시,석탄/ 원유 및 천연가스 광업,835
1월,8시,금속 광업,909
1월,8시,비금속광물 광업;연료용 제외,1164
1월,8시,광업 지원 서비스업,962
1월,8시,식료품 제조업,971
1월,8시,음료 제조업,983
1월,8시,담배 제조업,970
1월,8시,섬유제품 제조업; 의복제외,969
1월,8시,의복/ 의복액세서리 및 모피제품 제조업,775
1월,8시,가죽/ 가방 및 신발 제조업,1097
1월,8시,목재 및 나무제품 제조업;가구제외,923
1월,8시,펄프/ 종이 및 종이제품 제조업,986
1월,8시,인쇄 및 기록매체 복제업,813
1월,8시,코크스/ 연탄 및 석유정제품 제조업,999
1월,8시,화학물질 및 화학제품 제조업;의약품 제외,984
1월,8시,의료용 물질 및 의약품 제조업,963
1월,8시,고무제품 및 플라스틱제품 제조업,960
1월,8시,비금속 광물제품 제조업,1096
1월,8시,1차 금속 제조업,1091
1월,8시,금속가공제품 제조업;기계 및 가구 제외,924
1월,8시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,989
1월,8시,의료/ 정밀/ 광학기기 및 시계 제조업,1012
1월,8시,전기장비 제조업,963
1월,8시,기타 기계 및 장비 제조업,910
1월,8시,자동차 및 트레일러 제조업,1018
1월,8시,기타 운송장비 제조업,967
1월,8시,가구 제조업,828
1월,8시,기타 제품 제조업,912
1월,8시,산업용 기계 및 장비 수리업,957
1월,8시,전기/ 가스/ 증기 및 공기조절 공급업,984
1월,8시,수도사업,1050
1월,8시,하수/ 폐수 및 분뇨 처리업,982
1월,8시,폐기물 수집운반/ 처리 및 원료재생업,1056
1월,8시,환경 정화 및 복원업,1048
1월,8시,종합 건설업,1034
1월,8시,전문직별 공사업,1004
1월,8시,자동차 및 부품 판매업,844
1월,8시,도매 및 상품중개업,881
1월,8시,소매업; 자동차 제외,715
1월,8시,육상운송 및 파이프라인 운송업,1263
1월,8시,수상 운송업,1096
1월,8시,항공 운송업,915
1월,8시,창고 및 운송관련 서비스업,964
1월,8시,숙박업,983
1월,8시,음식점 및 주점업,635
1월,8시,출판업,986
1월,8시,영상/ 오디오 기록물 제작 및 배급업,681
1월,8시,방송업,1038
1월,8시,통신업,997
1월,8시,컴퓨터 프로그래밍/ 시스템 통합 및 관리업,962
1월,8시,정보서비스업,987
1월,8시,금융업,891
1월,8시,보험 및 연금업,1153
1월,8시,금융 및 보험 관련 서비스업,1019
1월,8시,부동산업,807
1월,8시,연구개발업,991
1월,8시,전문서비스업,919
1월,8시,건축기술/ 엔지니어링 및 기타 과학기술 서비스업,998
1월,8시,기타 전문/ 과학 및 기술 서비스업,926
1월,8시,사업시설 관리 및 조경 서비스업,863
1월,8시,사업지원 서비스업,865
1월,8시,임대업;부동산 제외,759
1월,8시,공공행정/ 국방 및 사회보장 행정,1091
1월,8시,교육 서비스업,914
1월,8시,보건업,1047
1월,8시,사회복지 서비스업,1119
1월,8시,창작/ 예술 및 여가관련 서비스업,885
1월,8시,스포츠 및 오락관련 서비스업,950
1월,8시,협회 및 단체,953
1월,8시,개인 및 소비용품 수리업,749
1월,8시,기타 개인 서비스업,968
1월,8시,가구내 고용활동,904
1월,8시,국제 및 외국기관,1081
1월,9시,농업,1201
1월,9시,임업,1173
1월,9시,어업,1023
1월,9시,석탄/ 원유 및 천연가스 광업,826
1월,9시,금속 광업,1249
1월,9시,비금속광물 광업;연료용 제외,1397
1월,9시,광업 지원 서비스업,1215
1월,9시,식료품 제조업,1180
1월,9시,음료 제조업,1122
1월,9시,담배 제조업,1169
1월,9시,섬유제품 제조업; 의복제외,1114
1월,9시,의복/ 의복액세서리 및 모피제품 제조업,1349
1월,9시,가죽/ 가방 및 신발 제조업,1514
1월,9시,목재 및 나무제품 제조업;가구제외,1295
1월,9시,펄프/ 종이 및 종이제품 제조업,1076
1월,9시,인쇄 및 기록매체 복제업,1251
1월,9시,코크스/ 연탄 및 석유정제품 제조업,1002
1월,9시,화학물질 및 화학제품 제조업;의약품 제외,1063
1월,9시,의료용 물질 및 의약품 제조업,1154
1월,9시,고무제품 및 플라스틱제품 제조업,1177
1월,9시,비금속 광물제품 제조업,1200
1월,9시,1차 금속 제조업,1132
1월,9시,금속가공제품 제조업;기계 및 가구 제외,1316
1월,9시,전자부품/ 컴퓨터/ 영상/ 음향 및 통신장비 제조업,1047
1월,9시,의료/ 정밀/ 광학기기 및 시계 제조업,1209
1월,9시,전기장비 제조업,1122
1월,9시,기타 기계 및 장비 제조업,1325
1월,9시,자동차 및 트레일러 제조업,1243
1월,9시,기타 운송장비 제조업,1386
1월,9시,가구 제조업,1463
1월,9시,기타 제품 제조업,1306
1월,9시,산업용 기계 및 장비 수리업,1407
1월,9시,전기/ 가스/ 증기 및 공기조절 공급업,988
1월,9시,수도사업,1077
1월,9시,하수/ 폐수 및 분뇨 처리업,1015
1월,9시,폐기물 수집운반/ 처리 및 원료재생업,1347
1월,9시,환경 정화 및 복원업,1087
1월,9시,종합 건설업,1151
1월,9시,전문직별 공사업,1223
1월,9시,자동차 및 부품 판매업,1340
1월,9시,도매 및 상품중개업,1131
1월,9시,소매업; 자동차 제외,930
1월,9시,육상운송 및 파이프라인 운송업,1333
1월,9시,수상 운송업,1310
1월,9시,항공 운송업,1314
1월,9시,창고 및 운송관련 서비스업,1133
