,0,1,2
37,경기도 포천시,2012.08.29 00:27 / 2012.08.29 01:18,1278
38,경기도 파주시,2012.08.28 23:59 / 2012.08.29 02:21,3261
39, ,2012.08.28 23:58 / 2012.08.28 00:02,5702
40,전라북도 완주군,2012.08.28 23:54 / 2012.08.29 18:27,2407
41,경기도 김포시,2012.08.28 23:53 / 2012.08.29 00:19,1857
42,경기도 여주군,2012.08.28 23:52 / 2012.08.29 00:49,383
43,경기도 여주군,2012.08.28 23:52 / 2012.08.29 05:23,383
44,강원도 홍천군,2012.08.28 23:34 / 2012.08.29 00:58,204
45,경기도 연천군,2012.08.28 23:31 / 2012.08.29 00:21,3122
46,서울특별시 성북구,2012.08.28 23:31 / 2012.08.29 00:19,1034
47,강원도 정선군,2012.08.28 23:29 / 2012.08.29 02:25,74
48,인천광역시 강화군,2012.08.28 23:28 / 2012.08.29 00:51,3043
49,경기도 연천군,2012.08.28 23:24 / 2012.08.29 00:21,1201
50,인천광역시 서구,2012.08.28 23:20 / 2012.08.29 01:01,2958
51,인천광역시 중구,2012.08.28 23:20 / 2012.08.29 00:15,52
52,경기도 동두천시,2012.08.28 23:19 / 2012.08.29 09:32,131
53,경기도 김포시,2012.08.28 23:01 / 2012.08.29 00:14,496
54,경기도 포천시,2012.08.28 22:58 / 2012.08.29 01:42,2285
55,인천광역시 서구,2012.08.28 22:57 / 2012.08.29 00:22,960
56,경기도 고양시 덕양구,2012.08.28 22:56 / 2012.08.28 23:34,5199
57,제주특별자치도 제주시,2012.08.28 22:52 / 2012.08.28 22:47,2590
58,경기도 김포시,2012.08.28 22:45 / 2012.08.29 00:01,184
59,경기도 양주시,2012.08.28 22:38 / 2012.08.28 23:26,1839
60,경기도 양주시,2012.08.28 22:38 / 2012.08.28 23:22,1839
61,인천광역시 부평구,2012.08.28 22:37 / 2012.08.29 01:49,932
62,경기도 광주시,2012.08.28 22:36 / 2012.08.28 23:03,1788
63,강원도 홍천군,2012.08.28 22:34 / 2012.08.29 02:01,204
64,전라북도 정읍시,2012.08.28 22:30 / 2012.08.29 02:54,42
65,인천광역시 남구,2012.08.28 22:28 / 2012.08.28 23:10,2534
66,경기도 양주시,2012.08.28 22:24 / 2012.08.28 23:08,985
67,경기도 양주시,2012.08.28 22:24 / 2012.08.28 23:09,964
68,충청남도 당진시,2012.08.28 22:14 / 2012.08.29 00:22,200
69,경기도 김포시,2012.08.28 22:11 / 2012.08.28 22:43,910
70,경기도 안산시 단원구,2012.08.28 22:10 / 2012.08.29 00:32,3819
71,서울특별시 구로구,2012.08.28 22:05 / 2012.08.28 22:30,235
72,전라북도 임실군,2012.08.28 21:47 / 2012.08.29 11:45,6
73,전라북도 익산시,2012.08.28 21:45 / 2012.08.29 00:06,3290
74,전라북도 정읍시,2012.08.28 21:35 / 2012.08.29 11:50,45
75,충청남도 홍성군,2012.08.28 21:29 / 2012.08.28 22:30,702
76,강원도 춘천시,2012.08.28 21:25 / 2012.08.29 23:01,794
77,충청남도 아산시,2012.08.28 21:20 / 2012.08.28 22:23,1487
78,전라북도 익산시,2012.08.28 21:12 / 2012.08.28 21:37,7584
79,경기도 이천시,2012.08.28 21:11 / 2012.08.29 13:47,130
80,서울특별시 도봉구,2012.08.28 21:09 / 2012.08.28 21:50,87
81,전라북도 익산시,2012.08.28 20:55 / 2012.08.28 23:02,6279
82,인천광역시 강화군,2012.08.28 20:47 / 2012.08.29 21:40,284
83,경기도 남양주시,2012.08.28 20:46 / 2012.08.28 23:06,446
84,경기도 의정부시,2012.08.28 20:39 / 2012.08.28 21:44,2495
85,경기도 의정부시,2012.08.28 20:39 / 2012.08.28 21:13,2495
86,경기도 여주군,2012.08.28 20:39 / 2012.08.28 21:51,1495
87,전라북도 정읍시,2012.08.28 20:30 / 2012.08.29 01:51,12
88,전라북도 정읍시,2012.08.28 20:30 / 2012.08.29 01:53,26
89,서울특별시 서대문구,2012.08.28 20:22 / 2012.08.28 21:46,70
90,서울특별시 서대문구,2012.08.28 20:22 / 2012.08.28 21:20,70
91,경기도 용인시 처인구,2012.08.28 20:20 / 2012.08.28 22:50,4680
92,경기도 광주시,2012.08.28 20:16 / 2012.08.28 21:16,2135
93,강원도 평창군,2012.08.28 20:13 / 2012.08.28 21:43,605
94,경기도 안산시 상록구,2012.08.28 20:09 / 2012.08.28 22:27,1533
95,전라북도 정읍시,2012.08.28 20:00 / 2012.08.29 01:52,35
96,인천광역시 강화군,2012.08.28 19:58 / 2012.08.28 20:50,2470
97,인천광역시 강화군,2012.08.28 19:52 / 2012.08.28 22:09,4374
98,충청북도 진천군,2012.08.28 19:50 / 2012.08.29 01:10,474
99,충청북도 충주시,2012.08.28 19:20 / 2012.08.28 23:00,653
100,충청남도 태안군,2012.08.28 19:14 / 2012.08.28 19:43,4745
101,서울특별시 종로구,2012.08.28 19:05 / 2012.08.28 19:59,71
102,충청남도 서산시,2012.08.28 19:02 / 2012.08.28 19:37,970
103,경기도 김포시,2012.08.28 18:52 / 2012.08.28 19:32,884
104,경기도 파주시,2012.08.28 18:46 / 2012.08.28 21:37,1516
105,충청남도 예산군,2012.08.28 18:42 / 2012.08.28 18:42,200
106,전라북도 순창군,2012.08.28 18:40 / 2012.08.28 19:38,12120
107,경상북도 청송군,2012.08.28 18:31 / 2012.08.28 18:59,5910
108,충청남도 예산군,2012.08.28 18:30 / 2012.08.28 23:50,100
109,경상남도 김해시,2012.08.28 18:26 / 2012.08.28 19:19,177
110,경기도 고양시 일산동구,2012.08.28 18:25 / 2012.08.28 19:17,1758
111, ,2012.08.28 18:20 / 2012.08.28 22:41,1050
112, ,2012.08.28 18:12 / 2012.08.28 18:39,4967
113,충청남도 서천군,2012.08.28 18:11 / 2012.08.28 19:03,1217
114,충청남도 태안군,2012.08.28 18:10 / 2012.08.28 18:12,2754
115,제주특별자치도 제주시,2012.08.28 18:10 / 2012.08.28 20:09,1826
116,세종특별자치시  ,2012.08.28 18:06 / 2012.08.28 18:39,282
117,경상남도 통영시,2012.08.28 18:02 / 2012.08.28 19:06,1154
118,충청남도 태안군,2012.08.28 17:55 / 2012.08.28 18:40,3690
119,인천광역시 연수구,2012.08.28 17:42 / 2012.08.28 19:58,2239
120,인천광역시 연수구,2012.08.28 17:42 / 2012.08.28 18:02,2239
121,인천광역시 연수구,2012.08.28 17:42 / 2012.08.28 18:50,2239
122,전라북도 군산시,2012.08.28 17:39 / 2012.08.28 19:11,3338
123,인천광역시 강화군,2012.08.28 17:37 / 2012.08.29 19:04,5174
124,인천광역시 강화군,2012.08.28 17:34 / 2012.08.28 20:18,2391
125,인천광역시 강화군,2012.08.28 17:33 / 2012.08.28 19:01,1198
126,충청북도 음성군,2012.08.28 17:30 / 2012.08.28 19:53,2183
127,경기도 하남시,2012.08.28 17:29 / 2012.08.28 18:16,15
128,경기도 평택시,2012.08.28 17:26 / 2012.08.28 20:22,49
129,강원도 원주시,2012.08.28 17:18 / 2012.08.28 18:00,870
130,강원도 원주시,2012.08.28 17:17 / 2012.08.28 18:11,870
131,인천광역시 강화군,2012.08.28 17:13 / 2012.08.28 20:36,1130
132,강원도 화천군,2012.08.28 17:08 / 2012.08.28 19:29,302
133,서울특별시 동대문구,2012.08.28 16:59 / 2012.08.28 13:30,12
134,충청남도 아산시,2012.08.28 16:47 / 2012.08.28 19:40,939
135,강원도 춘천시,2012.08.28 16:40 / 2012.08.28 18:31,222
136,세종특별자치시  ,2012.08.28 16:38 / 2012.08.28 18:27,465
137,경기도 화성시,2012.08.28 16:36 / 2012.08.28 18:50,1248
138,인천광역시 중구,2012.08.28 16:33 / 2012.08.28 16:36,3189
139,인천광역시 중구,2012.08.28 16:33 / 2012.08.29 07:50,3189
140,경기도 이천시,2012.08.28 16:30 / 2012.08.29 13:47,120
141,전라북도 정읍시,2012.08.28 16:30 / 2012.08.29 01:51,15
142,인천광역시 중구,2012.08.28 16:25 / 2012.08.28 16:49,166
143,충청남도 태안군,2012.08.28 16:20 / 2012.08.28 20:30,2064
144,경기도 포천시,2012.08.28 16:19 / 2012.08.28 19:29,1953
145,경기도 파주시,2012.08.28 16:17 / 2012.08.28 23:45,615
146,광주광역시 동구,2012.08.28 16:17 / 2012.08.28 16:17,4432
147,광주광역시 북구,2012.08.28 16:16 / 2012.08.28 16:16,4236
148, ,2012.08.28 16:11 / 2012.08.28 18:21,285
149,경기도 파주시,2012.08.28 16:10 / 2012.08.28 20:01,1262
150,경기도 파주시,2012.08.28 16:10 / 2012.08.29 00:15,1262
151,충청남도 당진시,2012.08.28 16:06 / 2012.08.28 16:39,750
152,경기도 광주시,2012.08.28 16:04 / 2012.08.28 16:39,1386
153,경상남도 거창군,2012.08.28 16:00 / 2012.08.28 16:40,2105
154,광주광역시 광산구,2012.08.28 15:59 / 2012.08.28 15:59,1122
155,경기도 동두천시,2012.08.28 15:57 / 2012.08.28 16:04,2144
156,경기도 동두천시,2012.08.28 15:57 / 2012.08.29 00:25,632
157,충청남도 서천군,2012.08.28 15:55 / 2012.08.28 23:17,135
158,충청남도 서천군,2012.08.28 15:54 / 2012.08.28 16:24,2911
159,충청남도 홍성군,2012.08.28 15:54 / 2012.08.28 17:07,1265
160,경기도 포천시,2012.08.28 15:51 / 2012.08.28 19:30,2191
161,경기도 파주시,2012.08.28 15:49 / 2012.08.28 16:10,2548
162,세종특별자치시  ,2012.08.28 15:48 / 2012.08.28 16:34,780
163,경기도 양주시,2012.08.28 15:41 / 2012.08.29 00:23,543
164,경기도 이천시,2012.08.28 15:40 / 2012.08.29 13:45,174
165,경기도 고양시 덕양구,2012.08.28 15:39 / 2012.08.28 16:59,2737
166,서울특별시 서대문구,2012.08.28 15:31 / 2012.08.28 21:40,70
167,서울특별시 서대문구,2012.08.28 15:31 / 2012.08.28 21:50,70
168,서울특별시 서대문구,2012.08.28 15:31 / 2012.08.28 20:17,70
169,서울특별시 서대문구,2012.08.28 15:31 / 2012.08.28 20:02,70
170,경기도 연천군,2012.08.28 15:21 / 2012.08.28 16:11,2603
171,경기도 연천군,2012.08.28 15:21 / 2012.08.28 16:11,2603
172,경기도 연천군,2012.08.28 15:21 / 2012.08.28 16:11,2603
173,충청남도 태안군,2012.08.28 15:20 / 2012.08.28 18:30,1248
174,경상남도 함안군,2012.08.28 15:20 / 2012.08.28 16:41,986
175,경기도 남양주시,2012.08.28 15:19 / 2012.08.28 18:10,653
176,경기도 이천시,2012.08.28 15:16 / 2012.08.28 20:13,650
177,서울특별시 종로구,2012.08.28 15:16 / 2012.08.28 16:52,10
178,전라남도 해남군,2012.08.28 15:16 / 2012.08.28 16:48,3796
179,경상남도 함안군,2012.08.28 15:13 / 2012.08.28 16:39,656
180,충청남도 예산군,2012.08.28 15:13 / 2012.08.28 15:13,43
181,경기도 포천시,2012.08.28 15:07 / 2012.08.28 15:18,2355
182,경상남도 의령군,2012.08.28 15:00 / 2012.08.28 16:39,4
183,충청남도 당진시,2012.08.28 14:58 / 2012.08.28 16:45,874
184,광주광역시 광산구,2012.08.28 14:57 / 2012.08.28 15:19,98
185,충청남도 서산시,2012.08.28 14:55 / 2012.08.28 16:05,314
186,충청북도 충주시,2012.08.28 14:55 / 2012.08.28 15:06,724
187,세종특별자치시  ,2012.08.28 14:53 / 2012.08.28 14:49,850
188,세종특별자치시  ,2012.08.28 14:53 / 2012.08.28 15:40,1850
189,강원도 강릉시,2012.08.28 14:53 / 2012.08.28 14:59,39
190,전라북도 군산시,2012.08.28 14:49 / 2012.08.28 16:00,36
191,충청남도 당진시,2012.08.28 14:49 / 2012.08.28 16:51,4750
192,경기도 포천시,2012.08.28 14:49 / 2012.08.28 14:54,106
193,전라북도 임실군,2012.08.28 14:48 / 2012.08.28 19:53,248
194,서울특별시 강남구,2012.08.28 14:48 / 2012.08.28 15:23,2062
195,광주광역시 광산구,2012.08.28 14:42 / 2012.08.28 15:56,3271
196,충청남도 홍성군,2012.08.28 14:38 / 2012.08.28 14:59,1169
197,충청남도 홍성군,2012.08.28 14:37 / 2012.08.28 20:29,766
198,충청남도 당진군,2012.08.28 14:37 / 2012.08.28 16:02,2165
199,충청남도 당진군,2012.08.28 14:37 / 2012.08.28 14:39,2165
200,경기도 동두천시,2012.08.28 14:35 / 2012.08.28 14:55,545
201,경기도 동두천시,2012.08.28 14:35 / 2012.08.29 00:26,545
202,충청남도 보령시,2012.08.28 14:30 / 2012.08.28 18:57,250
203,서울특별시 강동구,2012.08.28 14:28 / 2012.08.28 18:40,3929
204,충청남도 홍성군,2012.08.28 14:27 / 2012.08.28 20:27,333
205,전라북도 부안군,2012.08.28 14:27 / 2012.08.28 20:29,10207
206,충청남도 태안군,2012.08.28 14:26 / 2012.08.28 20:10,2100
207,충청북도 충주시,2012.08.28 14:22 / 2012.08.28 15:49,534
208,광주광역시 북구,2012.08.28 14:18 / 2012.08.28 14:18,2265
209,인천광역시 강화군,2012.08.28 14:16 / 2012.08.28 15:16,2725
210,경상남도 합천군,2012.08.28 14:15 / 2012.08.28 15:00,4492
211,충청남도 당진시,2012.08.28 14:15 / 2012.08.28 15:34,4432
212,충청남도 태안군,2012.08.28 14:13 / 2012.08.28 22:44,426
213,서울특별시 동대문구,2012.08.28 14:11 / 2012.08.28 14:48,19
214,경기도 성남시 수정구,2012.08.28 14:04 / 2012.08.28 14:39,2400
215,충청북도 옥천군,2012.08.28 14:04 / 2012.08.28 16:15,581
216,충청남도 보령시,2012.08.28 14:02 / 2012.08.28 18:58,260
217,충청남도 논산시,2012.08.28 14:01 / 2012.08.28 16:40,2256
218,충청남도 논산시,2012.08.28 14:00 / 2012.08.28 16:27,1311
219,전라북도 익산시,2012.08.28 14:00 / 2012.08.29 11:42,2985
220,경기도 김포시,2012.08.28 14:00 / 2012.08.28 14:27,300
221,서울특별시 양천구,2012.08.28 13:54 / 2012.08.28 13:54,964
222,강원도 삼척시,2012.08.28 13:54 / 2012.08.28 18:05,5
223,전라남도 나주시,2012.08.28 13:54 / 2012.08.28 16:50,2193
224,경상남도 산청군,2012.08.28 13:52 / 2012.08.28 13:58,2082
225,경기도 화성시,2012.08.28 13:50 / 2012.08.28 14:40,1590
226,전라남도 나주시,2012.08.28 13:50 / 2012.08.28 17:00,0
227,전라북도 진안군,2012.08.28 13:49 / 2012.08.28 15:58,3412
228,충청남도 태안군,2012.08.28 13:49 / 2012.08.28 22:04,525
229,전라북도 진안군,2012.08.28 13:49 / 2012.08.28 14:31,3412
230,전라북도 진안군,2012.08.28 13:49 / 2012.08.28 14:31,3412
231,전라북도 진안군,2012.08.28 13:49 / 2012.08.28 15:55,3412
232,전라북도 진안군,2012.08.28 13:49 / 2012.08.28 16:03,3412
233,전라북도 익산시,2012.08.28 13:49 / 2012.08.28 15:37,3446
234,충청남도 청양군,2012.08.28 13:48 / 2012.08.28 20:29,299
235,충청북도 청주시 흥덕구,2012.08.28 13:48 / 2012.08.28 14:04,5246
236,인천광역시 옹진군,2012.08.28 13:48 / 2012.08.28 15:10,3819
237,인천광역시 옹진군,2012.08.28 13:48 / 2012.08.29 00:41,3819
238,충청남도 당진시,2012.08.28 13:46 / 2012.08.28 15:27,4297
239,충청남도 홍성군,2012.08.28 13:44 / 2012.08.28 20:25,563
240,경기도 고양시 덕양구,2012.08.28 13:43 / 2012.08.28 14:39,3782
241,경기도 용인시 수지구,2012.08.28 13:42 / 2012.08.28 14:10,3480
242,경기도 평택시,2012.08.28 13:38 / 2012.08.28 14:36,3097
243,서울특별시 마포구,2012.08.28 13:30 / 2012.08.28 14:00,5
244,전라북도 익산시,2012.08.28 13:30 / 2012.08.28 20:02,1336
245,충청남도 부여군,2012.08.28 13:30 / 2012.08.28 15:30,250
246,충청남도 홍성군,2012.08.28 13:30 / 2012.08.28 16:38,252
247,충청남도 홍성군,2012.08.28 13:30 / 2012.08.28 16:38,1120
248,충청남도 아산시,2012.08.28 13:29 / 2012.08.28 14:35,313
249,전라북도 남원시,2012.08.28 13:29 / 2012.08.28 14:20,1246
250,경상남도 사천시,2012.08.28 13:27 / 2012.08.28 15:13,6042
251,광주광역시 북구,2012.08.28 13:26 / 2012.08.28 16:19,3034
252,경기도 고양시 덕양구,2012.08.28 13:23 / 2012.08.28 19:31,2149
253,전라북도 고창군,2012.08.28 13:23 / 2012.08.29 05:13,4701
254,충청남도 부여군,2012.08.28 13:23 / 2012.08.28 14:52,450
255,서울특별시 강서구,2012.08.28 13:22 / 2012.08.28 14:03,21
256,충청남도 논산시,2012.08.28 13:21 / 2012.08.28 23:50,1352
257,충청남도 논산시,2012.08.28 13:21 / 2012.08.28 16:17,1115
258,충청남도 홍성군,2012.08.28 13:20 / 2012.08.28 14:43,850
259,인천광역시 남구,2012.08.28 13:17 / 2012.08.28 15:22,4481
260,충청남도 논산시,2012.08.28 13:16 / 2012.08.28 16:36,1622
261,충청남도 논산시,2012.08.28 13:15 / 2012.08.28 16:31,1323
262,충청남도 아산시,2012.08.28 13:12 / 2012.08.28 13:38,1327
263,경상남도 사천시,2012.08.28 13:11 / 2012.08.28 15:56,84
264,경기도 고양시 덕양구,2012.08.28 13:10 / 2012.08.28 13:26,2149
265,경기도 화성시,2012.08.28 13:10 / 2012.08.28 13:25,673
266,전라남도 장성군,2012.08.28 13:06 / 2012.08.28 13:49,854
267,전라북도 익산시,2012.08.28 13:05 / 2012.08.28 20:28,1454
268,충청남도 논산시,2012.08.28 13:04 / 2012.08.28 16:28,1723
269,충청남도 부여군,2012.08.28 13:04 / 2012.08.28 15:02,356
270,전라북도 부안군,2012.08.28 13:02 / 2012.08.28 20:29,6474
271,대구광역시 수성구,2012.08.28 12:59 / 2012.08.28 16:29,636
272,강원도 춘천시,2012.08.28 12:58 / 2012.08.28 14:19,2
273,충청남도 서천군,2012.08.28 12:57 / 2012.08.28 18:28,255
274,전라남도 영광군,2012.08.28 12:55 / 2012.08.28 16:59,4415
275,대전광역시 유성구,2012.08.28 12:53 / 2012.08.29 13:05,2701
276,전라북도 완주군,2012.08.28 12:53 / 2012.08.28 23:37,1484
277,충청남도 태안군,2012.08.28 12:50 / 2012.08.28 20:02,2004
278,충청남도 태안군,2012.08.28 12:50 / 2012.08.29 00:06,3288
279,경기도 성남시 수정구,2012.08.28 12:50 / 2012.08.28 13:50,3500
280,광주광역시 서구,2012.08.28 12:50 / 2012.08.28 15:23,3641
281,서울특별시 동대문구,2012.08.28 12:47 / 2012.08.28 13:20,16
282,서울특별시 동대문구,2012.08.28 12:47 / 2012.08.28 13:20,16
283,경상남도 합천군,2012.08.28 12:47 / 2012.08.28 15:06,5611
284,충청남도 논산시,2012.08.28 12:44 / 2012.08.28 16:29,943
285,충청북도 충주시,2012.08.28 12:43 / 2012.08.28 13:00,753
286,충청북도 충주시,2012.08.28 12:43 / 2012.08.28 15:29,18
287,충청북도 충주시,2012.08.28 12:42 / 2012.08.28 15:06,4109
288,전라북도 남원시,2012.08.28 12:41 / 2012.08.28 15:24,4476
289,전라북도 익산시,2012.08.28 12:41 / 2012.08.28 17:58,2101
290,서울특별시 동대문구,2012.08.28 12:41 / 2012.08.28 16:20,22
291,서울특별시 동대문구,2012.08.28 12:41 / 2012.08.28 13:20,8351
292,충청남도 서산시,2012.08.28 12:40 / 2012.08.28 13:16,1635
293,충청남도 예산군,2012.08.28 12:39 / 2012.08.28 14:40,455
294,충청남도 예산군,2012.08.28 12:39 / 2012.08.28 14:29,43
295,서울특별시 동대문구,2012.08.28 12:37 / 2012.08.28 13:19,2053
296,서울특별시 동대문구,2012.08.28 12:37 / 2012.08.28 13:07,677
297,서울특별시 동대문구,2012.08.28 12:36 / 2012.08.28 13:20,58
298,인천광역시 강화군,2012.08.28 12:33 / 2012.08.28 13:13,2207
299,충청남도 논산시,2012.08.28 12:32 / 2012.08.28 16:46,5299
300,전라북도 익산시,2012.08.28 12:31 / 2012.08.28 14:57,1765
301,전라북도 익산시,2012.08.28 12:30 / 2012.08.28 13:20,3081
302,광주광역시 동구,2012.08.28 12:28 / 2012.08.28 16:18,0
303,인천광역시 강화군,2012.08.28 12:27 / 2012.08.28 13:32,1055
304,충청남도 부여군,2012.08.28 12:27 / 2012.08.28 12:54,250
305,전라북도 완주군,2012.08.28 12:25 / 2012.08.28 23:22,1821
306,전라남도 무안군,2012.08.28 12:25 / 2012.08.28 15:40,5511
307,울산광역시 북구,2012.08.28 12:23 / 2012.08.28 14:30,679
308,전라북도 군산시,2012.08.28 12:19 / 2012.08.28 16:30,84
309,전라남도 나주시,2012.08.28 12:18 / 2012.08.28 16:31,0
310,대전광역시 서구,2012.08.28 12:18 / 2012.08.28 14:26,713
311,서울특별시 중랑구,2012.08.28 12:16 / 2012.08.28 12:52,16
312,서울특별시 중랑구,2012.08.28 12:16 / 2012.08.28 12:52,3063
313,충청남도 부여군,2012.08.28 12:14 / 2012.08.28 15:30,350
314,전라북도 완주군,2012.08.28 12:13 / 2012.08.28 23:36,3809
315,전라남도 영광군,2012.08.28 12:13 / 2012.08.28 14:16,2125
316,경기도 용인시 기흥구,2012.08.28 12:13 / 2012.08.28 13:35,744
317,전라북도 무주군,2012.08.28 12:12 / 2012.08.28 12:20,1878
318,충청남도 논산시,2012.08.28 12:10 / 2012.08.28 16:30,219
319,서울특별시 동대문구,2012.08.28 12:10 / 2012.08.28 13:30,8
320,서울특별시 강남구,2012.08.28 12:10 / 2012.08.28 13:40,132
321,서울특별시 동대문구,2012.08.28 12:10 / 2012.08.28 15:47,8
322,서울특별시 동작구,2012.08.28 12:09 / 2012.08.28 13:11,8
323,경상남도 김해시,2012.08.28 12:09 / 2012.08.28 12:34,1289
324,전라북도 익산시,2012.08.28 12:07 / 2012.08.28 14:00,1585
325,서울특별시 중랑구,2012.08.28 12:04 / 2012.08.28 13:20,3
326,서울특별시 동대문구,2012.08.28 12:04 / 2012.08.28 13:40,4
327,서울특별시 중랑구,2012.08.28 12:04 / 2012.08.28 15:56,3
328,전라북도 전주시 덕진구,2012.08.28 12:03 / 2012.08.28 23:39,2407
329,전라북도 정읍시,2012.08.28 12:02 / 2012.08.28 21:23,4096
330,전라북도 전주시 덕진구,2012.08.28 12:00 / 2012.08.29 00:02,4101
331,전라북도 순창군,2012.08.28 12:00 / 2012.08.28 13:00,10961
332,전라북도 완주군,2012.08.28 12:00 / 2012.08.28 23:41,4101
333,울산광역시 울주군,2012.08.28 12:00 / 2012.08.28 13:20,27
334,경상북도 울진군,2012.08.28 12:00 / 2012.08.28 16:00,170
335,경상북도 울진군,2012.08.28 12:00 / 2012.08.28 14:05,170
336,전라남도 나주시,2012.08.28 11:58 / 2012.08.28 16:42,5299
337,전라북도 완주군,2012.08.28 11:58 / 2012.08.29 13:07,1532
338,충청남도 아산시,2012.08.28 11:58 / 2012.08.28 12:20,153
339,충청남도 금산군,2012.08.28 11:58 / 2012.08.28 13:18,257
340,전라북도 익산시,2012.08.28 11:57 / 2012.08.28 19:18,3853
341,충청남도 청양군,2012.08.28 11:57 / 2012.08.28 20:29,905
342,경상남도 창원시 의창구,2012.08.28 11:57 / 2012.08.28 12:48,2912
343,경기도 평택시,2012.08.28 11:57 / 2012.08.28 15:03,1
344,충청남도 보령시,2012.08.28 11:55 / 2012.08.28 17:30,26
345,전라북도 완주군,2012.08.28 11:55 / 2012.08.29 13:07,4491
346,전라북도 완주군,2012.08.28 11:55 / 2012.08.28 23:26,4491
347,충청남도 부여군,2012.08.28 11:55 / 2012.08.28 15:01,350
348,전라북도 전주시 덕진구,2012.08.28 11:54 / 2012.08.28 23:28,1532
349,전라북도 전주시 완산구,2012.08.28 11:54 / 2012.08.28 23:31,6204
350,전라북도 임실군,2012.08.28 11:54 / 2012.08.28 23:39,325
351,전라북도 완주군,2012.08.28 11:53 / 2012.08.29 13:06,3556
352,전라북도 전주시 덕진구,2012.08.28 11:53 / 2012.08.28 23:46,3556
353,전라북도 군산시,2012.08.28 11:52 / 2012.08.28 15:06,1793
354,충청남도 보령시,2012.08.28 11:50 / 2012.08.28 15:50,1120
355,전라북도 정읍시,2012.08.28 11:50 / 2012.08.28 14:30,2165
356,강원도 영월군,2012.08.28 11:50 / 2012.08.28 11:50,1553
357,강원도 영월군,2012.08.28 11:50 / 2012.08.28 12:44,80
358,서울특별시 은평구,2012.08.28 11:49 / 2012.08.28 12:45,11
359,전라북도 남원시,2012.08.28 11:49 / 2012.08.28 14:23,1877
360,전라남도 광양시,2012.08.28 11:46 / 2012.08.28 14:12,2455
361,전라북도 완주군,2012.08.28 11:45 / 2012.08.29 12:05,1748
362,충청남도 보령시,2012.08.28 11:45 / 2012.08.28 13:17,1735
363,전라북도 전주시 덕진구,2012.08.28 11:45 / 2012.08.28 23:29,1748
364,경상남도 하동군,2012.08.28 11:45 / 2012.08.28 15:03,5154
365,경상남도 하동군,2012.08.28 11:45 / 2012.08.28 13:25,874
366,서울특별시 서초구,2012.08.28 11:43 / 2012.08.28 11:55,2811
367,경기도 평택시,2012.08.28 11:42 / 2012.08.28 14:54,9651
368,전라북도 전주시 완산구,2012.08.28 11:42 / 2012.08.29 13:04,2012
369,전라북도 정읍시,2012.08.28 11:42 / 2012.08.28 14:20,2423
