지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%)
168,여수,2014-05-25 7:00,19.4,,1.5,86
168,여수,2014-05-25 8:00,20.1,,1.9,80
168,여수,2014-05-25 9:00,20.3,,2.2,80
168,여수,2014-05-25 10:00,21.3,,1.6,74
168,여수,2014-05-25 11:00,21.3,,2.5,76
168,여수,2014-05-25 12:00,20.7,,3.4,80
168,여수,2014-05-25 13:00,20.9,,3.3,77
168,여수,2014-05-25 14:00,21.1,,3.2,76
168,여수,2014-05-25 15:00,18.3,2.7,6.8,87
168,여수,2014-05-25 16:00,17.7,2.4,2,89
168,여수,2014-05-25 17:00,17.6,1.3,3.6,89
168,여수,2014-05-25 18:00,17.4,2.8,4.9,88
168,여수,2014-05-25 19:00,16.8,3,2.7,89
168,여수,2014-05-25 20:00,17.3,3.1,2.7,90
168,여수,2014-05-25 21:00,18,4.6,1.8,90
168,여수,2014-05-25 22:00,18.7,12,1.8,91
168,여수,2014-05-25 23:00,19.6,1.4,8.5,90
168,여수,2014-05-26 0:00,19.5,0,7.5,90
168,여수,2014-05-26 1:00,19.2,0.1,6,91
168,여수,2014-05-26 2:00,19,0.3,7.1,91
168,여수,2014-05-26 3:00,18.9,0,5.7,91
168,여수,2014-05-26 4:00,18.9,,3.4,91
168,여수,2014-05-26 5:00,19.5,,3.7,91
168,여수,2014-05-26 6:00,19.6,,3.3,84
168,여수,2014-05-26 7:00,20,,5.9,75
168,여수,2014-05-26 8:00,20,,3.7,73
168,여수,2014-05-26 9:00,19.8,,5.1,67
168,여수,2014-05-26 10:00,20.5,,3.9,70
168,여수,2014-05-26 11:00,22.1,,4.4,54
168,여수,2014-05-26 12:00,24,,6.8,36
168,여수,2014-05-26 13:00,24.6,,5.6,33
168,여수,2014-05-26 14:00,25.7,,8.2,20
168,여수,2014-05-26 15:00,26.2,,6.8,19
168,여수,2014-05-26 16:00,26.2,,7.7,18
168,여수,2014-05-26 17:00,25.9,,7.8,19
168,여수,2014-05-26 18:00,25.6,,6.8,17
168,여수,2014-05-26 19:00,24.6,,5.8,18
168,여수,2014-05-26 20:00,23.1,,3.7,19
168,여수,2014-05-26 21:00,21.8,,3.5,20
168,여수,2014-05-26 22:00,20.6,,2.6,28
168,여수,2014-05-26 23:00,20.2,,5.3,27
168,여수,2014-05-27 0:00,19.2,,1.3,39
168,여수,2014-05-27 1:00,18.5,,1.5,36
168,여수,2014-05-27 2:00,18.1,,3.2,57
168,여수,2014-05-27 3:00,17.7,,0.7,54
168,여수,2014-05-27 4:00,17.4,,1.3,58
168,여수,2014-05-27 5:00,17.1,,0.2,55
168,여수,2014-05-27 6:00,17.1,,0.7,53
168,여수,2014-05-27 7:00,17.5,,1.3,53
168,여수,2014-05-27 8:00,18.3,,1.2,46
168,여수,2014-05-27 9:00,19.4,,2.6,51
168,여수,2014-05-27 10:00,21,,3.5,42
168,여수,2014-05-27 11:00,23.2,,2.6,38
168,여수,2014-05-27 12:00,23,,5.5,44
168,여수,2014-05-27 13:00,24.1,,5.6,41
168,여수,2014-05-27 14:00,24.4,,6,43
168,여수,2014-05-27 15:00,23.9,,7.2,45
168,여수,2014-05-27 16:00,23.8,,6.5,47
168,여수,2014-05-27 17:00,22.9,,7.3,51
168,여수,2014-05-27 18:00,22.1,,7.2,54
168,여수,2014-05-27 19:00,21.1,,5.6,59
168,여수,2014-05-27 20:00,20.5,,5.5,63
168,여수,2014-05-27 21:00,20.1,,4.6,67
168,여수,2014-05-27 22:00,19.9,,4.3,72
168,여수,2014-05-27 23:00,19.5,,5.1,77
168,여수,2014-05-28 0:00,19.2,,2.6,80
168,여수,2014-05-28 1:00,18.9,,2.4,82
168,여수,2014-05-28 2:00,18.7,,3.1,83
168,여수,2014-05-28 3:00,18.3,,4.9,88
168,여수,2014-05-28 4:00,18.1,,4.7,89
168,여수,2014-05-28 5:00,18.4,,2.3,90
168,여수,2014-05-28 6:00,18.5,,0.2,89
168,여수,2014-05-28 7:00,18.8,,0.2,85
168,여수,2014-05-28 8:00,19.4,,1.9,83
168,여수,2014-05-28 9:00,19.7,,2.1,83
168,여수,2014-05-28 10:00,20.5,,1.7,80
168,여수,2014-05-28 11:00,20.6,,2,80
168,여수,2014-05-28 12:00,21.7,,1.1,71
168,여수,2014-05-28 13:00,23,,4.8,66
168,여수,2014-05-28 14:00,23.8,,4.5,64
168,여수,2014-05-28 15:00,23.9,,3.4,63
168,여수,2014-05-28 16:00,24.6,,3.4,54
168,여수,2014-05-28 17:00,24.6,,4.5,54
168,여수,2014-05-28 18:00,24.1,,5.5,52
168,여수,2014-05-28 19:00,24.9,,5.7,44
168,여수,2014-05-28 20:00,24.3,,3.7,46
168,여수,2014-05-28 21:00,22.2,,2.8,66
168,여수,2014-05-28 22:00,20.6,,3.1,74
168,여수,2014-05-28 23:00,20.5,,1.5,71
168,여수,2014-05-29 0:00,20,,1.6,77
168,여수,2014-05-29 1:00,19.7,,1.9,73
168,여수,2014-05-29 2:00,19.6,,2.2,78
168,여수,2014-05-29 3:00,19.8,,4.8,60
168,여수,2014-05-29 4:00,19.4,,0.7,63
168,여수,2014-05-29 5:00,18.9,,1,65
168,여수,2014-05-29 6:00,18.6,,0.2,68
168,여수,2014-05-29 7:00,18.8,,0.5,69
168,여수,2014-05-29 8:00,19.7,,1,66
168,여수,2014-05-29 9:00,21.5,,1,60
168,여수,2014-05-29 10:00,23,,1.2,57
168,여수,2014-05-29 11:00,23.8,,1.4,52
168,여수,2014-05-29 12:00,25.2,,2,49
168,여수,2014-05-29 13:00,25.7,,2.1,48
168,여수,2014-05-29 14:00,26,,2,48
168,여수,2014-05-29 15:00,25.8,,3,49
168,여수,2014-05-29 16:00,25.6,,1.8,52
168,여수,2014-05-29 17:00,24.9,,1.7,54
168,여수,2014-05-29 18:00,23.9,,2,48
168,여수,2014-05-29 19:00,23,,1.8,62
168,여수,2014-05-29 20:00,22,,2,62
168,여수,2014-05-29 21:00,21.5,,0.6,65
168,여수,2014-05-29 22:00,20.9,,0.5,74
168,여수,2014-05-29 23:00,20.4,,1.6,78
168,여수,2014-05-30 0:00,19.8,,1.9,76
168,여수,2014-05-30 1:00,19.6,,1.1,81
168,여수,2014-05-30 2:00,19.3,,1.4,82
168,여수,2014-05-30 3:00,19,,2,85
168,여수,2014-05-30 4:00,18.6,,0.2,84
168,여수,2014-05-30 5:00,18.2,,0,88
168,여수,2014-05-30 6:00,18,,0.3,87
168,여수,2014-05-30 7:00,18.7,,1.9,85
168,여수,2014-05-30 8:00,19.5,,1.5,79
168,여수,2014-05-30 9:00,20.8,,0.7,75
168,여수,2014-05-30 10:00,22.4,,0.6,60
168,여수,2014-05-30 11:00,23.9,,2.7,58
168,여수,2014-05-30 12:00,24.2,,2.6,54
168,여수,2014-05-30 13:00,25.2,,1.3,55
168,여수,2014-05-30 14:00,25.7,,2.9,48
168,여수,2014-05-30 15:00,26.2,,4.5,37
168,여수,2014-05-30 16:00,26.5,,4.8,30
168,여수,2014-05-30 17:00,25.4,,5.4,39
168,여수,2014-05-30 18:00,24.3,,5.3,42
168,여수,2014-05-30 19:00,22.8,,4.7,52
168,여수,2014-05-30 20:00,21.8,,2.8,56
168,여수,2014-05-30 21:00,21.4,,2.2,55
168,여수,2014-05-30 22:00,21.1,,2.5,57
168,여수,2014-05-30 23:00,20.7,,2.6,60
168,여수,2014-05-31 0:00,20.2,,2,59
168,여수,2014-05-31 1:00,19.8,,2.2,59
168,여수,2014-05-31 2:00,19.3,,1.8,68
168,여수,2014-05-31 3:00,18.9,,1.5,70
168,여수,2014-05-31 4:00,18.7,,1.4,73
168,여수,2014-05-31 5:00,18.6,,0.1,76
168,여수,2014-05-31 6:00,18.4,,0,74
168,여수,2014-05-31 7:00,19.2,,0,66
168,여수,2014-05-31 8:00,19.8,,0.5,69
168,여수,2014-05-31 9:00,21.8,,0.2,61
168,여수,2014-05-31 10:00,22.8,,1.6,60
168,여수,2014-05-31 11:00,24,,2.7,48
168,여수,2014-05-31 12:00,24.6,,3,48
168,여수,2014-05-31 13:00,25.7,,3.5,41
168,여수,2014-05-31 14:00,26.6,,3.8,34
168,여수,2014-05-31 15:00,26.7,,4.5,36
168,여수,2014-05-31 16:00,27.4,,3.2,33
168,여수,2014-05-31 17:00,26.9,,4.3,37
168,여수,2014-05-31 18:00,25.5,,4.2,45
168,여수,2014-05-31 19:00,23.6,,4.5,60
168,여수,2014-05-31 20:00,22.3,,4.2,71
168,여수,2014-05-31 21:00,21.6,,4.1,73
168,여수,2014-05-31 22:00,21.2,,3.3,74
168,여수,2014-05-31 23:00,20.8,,2.9,76
168,여수,2014-06-01 0:00,20.5,,2.7,76
168,여수,2014-06-01 1:00,20.3,,2.7,80
168,여수,2014-06-01 2:00,20.1,,2.4,82
168,여수,2014-06-01 3:00,20,,2.1,82
168,여수,2014-06-01 4:00,20.1,,1.1,76
168,여수,2014-06-01 5:00,19.7,,0,77
168,여수,2014-06-01 6:00,19.7,,1.8,79
168,여수,2014-06-01 7:00,20.1,,0.2,75
168,여수,2014-06-01 8:00,20.6,,0,74
168,여수,2014-06-01 9:00,21.4,,0.7,73
168,여수,2014-06-01 10:00,21.6,,1.7,76
168,여수,2014-06-01 11:00,22.6,,1.3,68
168,여수,2014-06-01 12:00,22.9,,3.2,66
168,여수,2014-06-01 13:00,23.3,,2.8,60
168,여수,2014-06-01 14:00,23.5,,2.7,54
168,여수,2014-06-01 15:00,23.3,,2.8,51
168,여수,2014-06-01 16:00,23,,1.4,51
168,여수,2014-06-01 17:00,22.8,,3,47
168,여수,2014-06-01 18:00,22.4,,2.7,52
168,여수,2014-06-01 19:00,22,,2.2,52
168,여수,2014-06-01 20:00,21.7,,0.7,62
168,여수,2014-06-01 21:00,21.1,,2.2,71
168,여수,2014-06-01 22:00,20.4,,1.8,81
168,여수,2014-06-01 23:00,20.4,,0.8,77
168,여수,2014-06-02 0:00,19.6,,1.6,89
168,여수,2014-06-02 1:00,19.6,,1.5,91
168,여수,2014-06-02 2:00,19.4,,2.5,92
168,여수,2014-06-02 3:00,19.2,,2.8,92
168,여수,2014-06-02 4:00,18.9,,2.6,92
168,여수,2014-06-02 5:00,19.2,,2.8,79
168,여수,2014-06-02 6:00,19.7,,2.3,71
168,여수,2014-06-02 7:00,19.7,,1,74
168,여수,2014-06-02 8:00,20.5,,1.7,70
168,여수,2014-06-02 9:00,20.9,,3,73
168,여수,2014-06-02 10:00,21,,4.6,69
168,여수,2014-06-02 11:00,21.1,,3.2,68
168,여수,2014-06-02 12:00,20.3,3.6,1.7,81
168,여수,2014-06-02 13:00,18.9,1.4,4.7,76
168,여수,2014-06-02 14:00,19.6,0,5.1,61
168,여수,2014-06-02 15:00,18.6,0.6,4.4,74
168,여수,2014-06-02 16:00,19.2,0.2,5.4,66
168,여수,2014-06-02 17:00,18.1,0,7.3,81
168,여수,2014-06-02 18:00,17.5,1.4,4.4,86
168,여수,2014-06-02 19:00,17.3,0.8,6.8,80
168,여수,2014-06-02 20:00,18.2,0,6.3,72
168,여수,2014-06-02 21:00,18.5,,5.1,70
168,여수,2014-06-02 22:00,18.7,,3.9,72
168,여수,2014-06-02 23:00,18.9,,4.4,72
168,여수,2014-06-03 0:00,19,,5.2,73
168,여수,2014-06-03 1:00,18.8,,5,75
168,여수,2014-06-03 2:00,18.1,0.4,3.9,82
168,여수,2014-06-03 3:00,18.2,0.3,5.9,82
168,여수,2014-06-03 4:00,18.5,0.7,6.8,81
168,여수,2014-06-03 5:00,18.6,0.7,5.8,81
168,여수,2014-06-03 6:00,18.7,0.2,5.7,79
168,여수,2014-06-03 7:00,18.3,1.4,4.2,82
168,여수,2014-06-03 8:00,18.1,1.7,5.3,84
168,여수,2014-06-03 9:00,18,0.8,7,82
168,여수,2014-06-03 10:00,17.8,0.6,4.7,85
168,여수,2014-06-03 11:00,18.4,0.1,4.5,79
168,여수,2014-06-03 12:00,18.9,0.1,4.5,75
168,여수,2014-06-03 13:00,19.4,0,3.7,72
168,여수,2014-06-03 14:00,19,0,4.2,81
168,여수,2014-06-03 15:00,19.2,0,4.1,81
168,여수,2014-06-03 16:00,19.4,0.2,4,77
168,여수,2014-06-03 17:00,19.6,0,4.1,78
168,여수,2014-06-03 18:00,19.6,0.1,4.3,80
168,여수,2014-06-03 19:00,19.5,0,4.8,80
168,여수,2014-06-03 20:00,19.2,0,6.4,83
168,여수,2014-06-03 21:00,19.4,0.8,6.5,81
168,여수,2014-06-03 22:00,18.9,6.8,5.3,86
168,여수,2014-06-03 23:00,18.7,8.2,4.1,89
168,여수,2014-06-04 0:00,19.2,1.3,4.8,85
168,여수,2014-06-04 1:00,19.3,2.8,4.8,83
168,여수,2014-06-04 2:00,19.1,1.9,5.6,83
168,여수,2014-06-04 3:00,19.2,0.2,6.3,81
168,여수,2014-06-04 4:00,19.1,0.2,5.8,82
168,여수,2014-06-04 5:00,19.3,0.1,5.6,81
168,여수,2014-06-04 6:00,19.5,0,5.6,78
168,여수,2014-06-04 7:00,19.5,0,5.1,76
168,여수,2014-06-04 8:00,19.7,,6.2,74
168,여수,2014-06-04 9:00,20,0,6.4,74
168,여수,2014-06-04 10:00,20.5,,5.8,71
168,여수,2014-06-04 11:00,20.8,0,6.2,74
168,여수,2014-06-04 12:00,22.2,0,7,66
168,여수,2014-06-04 13:00,22.7,,7.2,64
168,여수,2014-06-04 14:00,22.8,,5.9,63
168,여수,2014-06-04 15:00,23,,5.5,63
168,여수,2014-06-04 16:00,23.1,,5.5,62
168,여수,2014-06-04 17:00,23.5,,6.8,59
168,여수,2014-06-04 18:00,22.8,,5.2,57
168,여수,2014-06-04 19:00,22.2,,4.9,59
168,여수,2014-06-04 20:00,21.9,,7.5,62
168,여수,2014-06-04 21:00,21,,4.6,68
168,여수,2014-06-04 22:00,21.1,,5.8,66
168,여수,2014-06-04 23:00,20.6,,7.4,67
168,여수,2014-06-05 0:00,20.4,,6.4,68
168,여수,2014-06-05 1:00,20.2,,6.4,69
168,여수,2014-06-05 2:00,20.1,,5.7,68
168,여수,2014-06-05 3:00,20,,6.4,70
168,여수,2014-06-05 4:00,19.9,,4.9,69
168,여수,2014-06-05 5:00,19.6,,5.3,71
168,여수,2014-06-05 6:00,19.9,,7,67
168,여수,2014-06-05 7:00,20,,6.1,67
168,여수,2014-06-05 8:00,20.4,,6.9,67
168,여수,2014-06-05 9:00,20.6,,7.5,67
168,여수,2014-06-05 10:00,21.4,,5.3,63
168,여수,2014-06-05 11:00,22,,4.2,61
168,여수,2014-06-05 12:00,22.1,,4.1,61
168,여수,2014-06-05 13:00,22.7,,5.1,58
168,여수,2014-06-05 14:00,23,,4.9,56
168,여수,2014-06-05 15:00,23.3,,4.6,55
168,여수,2014-06-05 16:00,23.4,,4.8,59
168,여수,2014-06-05 17:00,22.9,,4.4,59
168,여수,2014-06-05 18:00,22.5,,4.6,60
168,여수,2014-06-05 19:00,22,,3.6,63
168,여수,2014-06-05 20:00,21.5,,5.1,66
168,여수,2014-06-05 21:00,20.8,,3.4,69
168,여수,2014-06-05 22:00,20.3,,1.5,77
168,여수,2014-06-05 23:00,19.9,,1.4,81
168,여수,2014-06-06 0:00,19.4,,2.2,84
168,여수,2014-06-06 1:00,19.4,,1.1,85
168,여수,2014-06-06 2:00,19.4,,1.4,85
168,여수,2014-06-06 3:00,19.3,,1.1,85
168,여수,2014-06-06 4:00,19.3,,0,81
168,여수,2014-06-06 5:00,19.3,,0.2,81
168,여수,2014-06-06 6:00,19.3,,0,72
168,여수,2014-06-06 7:00,20.1,,2.3,67
168,여수,2014-06-06 8:00,20.5,,2.8,64
168,여수,2014-06-06 9:00,21.6,,3.5,59
168,여수,2014-06-06 10:00,22.5,,2.7,52
168,여수,2014-06-06 11:00,23.4,,3.4,52
168,여수,2014-06-06 12:00,23.1,,2.8,56
168,여수,2014-06-06 13:00,24,,2.6,51
168,여수,2014-06-06 14:00,24.5,,2.4,52
168,여수,2014-06-06 15:00,24.2,,2.2,54
168,여수,2014-06-06 16:00,23.4,,4.1,61
168,여수,2014-06-06 17:00,23.2,,3.4,59
168,여수,2014-06-06 18:00,21.9,,4,68
168,여수,2014-06-06 19:00,21.1,,3.4,72
168,여수,2014-06-06 20:00,20.7,,3.8,72
168,여수,2014-06-06 21:00,20.3,,2,73
168,여수,2014-06-06 22:00,19.8,,0.7,80
168,여수,2014-06-06 23:00,19.5,,0.5,82
168,여수,2014-06-07 0:00,19.5,,0.8,82
168,여수,2014-06-07 1:00,19.3,,1.1,86
168,여수,2014-06-07 2:00,19.2,,0.5,84
168,여수,2014-06-07 3:00,18.9,,0.8,85
168,여수,2014-06-07 4:00,19,,0,85
168,여수,2014-06-07 5:00,19.2,,1.1,83
168,여수,2014-06-07 6:00,19.3,,0.3,83
168,여수,2014-06-07 7:00,19.5,,2.7,83
168,여수,2014-06-07 8:00,19.4,,0.9,81
168,여수,2014-06-07 9:00,20.6,,1.7,69
168,여수,2014-06-07 10:00,21.5,,2.9,70
168,여수,2014-06-07 11:00,22.2,,1.7,65
168,여수,2014-06-07 12:00,22.8,,2.1,67
168,여수,2014-06-07 13:00,23.2,,3.5,63
168,여수,2014-06-07 14:00,22.8,,2.3,66
168,여수,2014-06-07 15:00,21.5,,3.1,68
168,여수,2014-06-07 16:00,20.7,,4,68
168,여수,2014-06-07 17:00,20.8,,2.7,68
168,여수,2014-06-07 18:00,19.7,,3.1,74
168,여수,2014-06-07 19:00,19.4,,4,77
168,여수,2014-06-07 20:00,19.1,,2,77
168,여수,2014-06-07 21:00,18.8,,2.6,78
168,여수,2014-06-07 22:00,18.9,,0.7,78
168,여수,2014-06-07 23:00,19,,1,77
168,여수,2014-06-08 0:00,19,,0.5,78
168,여수,2014-06-08 1:00,18.9,,0.3,78
168,여수,2014-06-08 2:00,19,,0.3,78
168,여수,2014-06-08 3:00,18.9,,0.5,80
168,여수,2014-06-08 4:00,18.9,,1.3,79
168,여수,2014-06-08 5:00,18.9,,1.6,78
168,여수,2014-06-08 6:00,18.7,,0.8,76
168,여수,2014-06-08 7:00,18.9,,1.9,75
168,여수,2014-06-08 8:00,19.1,,3.2,73
168,여수,2014-06-08 9:00,19.3,,2.8,73
168,여수,2014-06-08 10:00,19.6,,3.5,71
168,여수,2014-06-08 11:00,20.3,,1.9,68
168,여수,2014-06-08 12:00,21.3,,3.2,67
168,여수,2014-06-08 13:00,21.5,,1.7,66
168,여수,2014-06-08 14:00,20.2,,2.9,72
168,여수,2014-06-08 15:00,22,,2.7,64
168,여수,2014-06-08 16:00,21.8,,3.3,67
168,여수,2014-06-08 17:00,21.9,,2,68
168,여수,2014-06-08 18:00,21,,2.7,72
168,여수,2014-06-08 19:00,19.6,,2.4,78
168,여수,2014-06-08 20:00,19.2,,1.2,78
168,여수,2014-06-08 21:00,19.5,,0.8,75
168,여수,2014-06-08 22:00,19.6,,0.9,76
168,여수,2014-06-08 23:00,19.5,,0.5,77
168,여수,2014-06-09 0:00,18.9,,2,81
168,여수,2014-06-09 1:00,18.8,,0.8,82
168,여수,2014-06-09 2:00,18.9,,1,83
168,여수,2014-06-09 3:00,19,,1.4,83
168,여수,2014-06-09 4:00,18.9,,0.5,82
168,여수,2014-06-09 5:00,18.9,,0.6,83
168,여수,2014-06-09 6:00,19,,1.9,81
168,여수,2014-06-09 7:00,19.1,,1.3,81
168,여수,2014-06-09 8:00,19.4,,1.9,78
168,여수,2014-06-09 9:00,19.7,,2.7,76
168,여수,2014-06-09 10:00,19.9,,2.5,75
168,여수,2014-06-09 11:00,20.2,,1.8,72
168,여수,2014-06-09 12:00,20.9,,1.5,68
168,여수,2014-06-09 13:00,21.2,,2.2,69
168,여수,2014-06-09 14:00,21.6,,2.9,69
168,여수,2014-06-09 15:00,21.4,,2.5,70
168,여수,2014-06-09 16:00,21.6,,2.3,68
168,여수,2014-06-09 17:00,21.7,,2.7,69
168,여수,2014-06-09 18:00,21.1,,4.1,70
168,여수,2014-06-09 19:00,20.5,,2.9,73
168,여수,2014-06-09 20:00,20,,3.3,76
168,여수,2014-06-09 21:00,19.8,,3.2,76
168,여수,2014-06-09 22:00,19.7,,3,77
168,여수,2014-06-09 23:00,19.6,,2.7,77
168,여수,2014-06-10 0:00,19.5,,2.5,78
168,여수,2014-06-10 1:00,19.4,,0.5,78
168,여수,2014-06-10 2:00,19.4,,0.9,80
168,여수,2014-06-10 3:00,19.4,,2.2,81
168,여수,2014-06-10 4:00,19.5,,3.2,76
168,여수,2014-06-10 5:00,19.6,,4.2,75
168,여수,2014-06-10 6:00,19.6,,1.5,74
168,여수,2014-06-10 7:00,19.9,,4.6,75
168,여수,2014-06-10 8:00,20.1,,5.2,75
168,여수,2014-06-10 9:00,20.6,,5,72
168,여수,2014-06-10 10:00,21.4,,4.8,70
168,여수,2014-06-10 11:00,22.4,,3.3,66
168,여수,2014-06-10 12:00,22.6,,2.7,66
168,여수,2014-06-10 13:00,22.9,,2.8,65
168,여수,2014-06-10 14:00,22.7,,3.1,65
168,여수,2014-06-10 15:00,22.8,,3.9,67
168,여수,2014-06-10 16:00,23.1,,4.1,64
168,여수,2014-06-10 17:00,23,,4,65
168,여수,2014-06-10 18:00,22.5,,3.4,68
168,여수,2014-06-10 19:00,22.3,,0.9,68
168,여수,2014-06-10 20:00,21.4,,1.4,74
168,여수,2014-06-10 21:00,20.7,,1.3,77
168,여수,2014-06-10 22:00,20.9,,1,73
168,여수,2014-06-10 23:00,20.8,,0.5,73
168,여수,2014-06-11 0:00,20.6,,1.2,72
168,여수,2014-06-11 1:00,20.3,,0.8,77
168,여수,2014-06-11 2:00,20.3,,0.9,76
168,여수,2014-06-11 3:00,20.3,,1.9,76
168,여수,2014-06-11 4:00,20.5,,2,75
168,여수,2014-06-11 5:00,20.5,,1.6,77
168,여수,2014-06-11 6:00,19.6,0,4.4,81
168,여수,2014-06-11 7:00,19.7,0,1.6,80
168,여수,2014-06-11 8:00,20.4,,4,74
168,여수,2014-06-11 9:00,21.2,,3.3,68
168,여수,2014-06-11 10:00,22.2,,2.5,63
168,여수,2014-06-11 11:00,22.5,,2.1,65
168,여수,2014-06-11 12:00,22.6,,2.9,66
168,여수,2014-06-11 13:00,22.6,,3.4,64
168,여수,2014-06-11 14:00,22.7,,3.1,66
168,여수,2014-06-11 15:00,23.4,,2.9,64
168,여수,2014-06-11 16:00,22.4,,5.2,70
168,여수,2014-06-11 17:00,21.3,,5.5,72
168,여수,2014-06-11 18:00,21.2,,4,70
168,여수,2014-06-11 19:00,20.5,,2.6,76
168,여수,2014-06-11 20:00,20,,3.3,77
168,여수,2014-06-11 21:00,19.7,,3.4,77
168,여수,2014-06-11 22:00,19.5,,2.7,78
168,여수,2014-06-11 23:00,19.6,,0.7,77
168,여수,2014-06-12 0:00,19.5,,3.3,78
168,여수,2014-06-12 1:00,19.3,,0,79
168,여수,2014-06-12 2:00,19.4,,0.8,79
168,여수,2014-06-12 3:00,19.3,,1.8,80
168,여수,2014-06-12 4:00,19.3,,2.8,81
168,여수,2014-06-12 5:00,19.2,,3.8,80
168,여수,2014-06-12 6:00,19,0,3.7,82
168,여수,2014-06-12 7:00,17.4,2.6,2.7,79
168,여수,2014-06-12 8:00,16.9,10.2,1.7,85
168,여수,2014-06-12 9:00,16.9,3,2.2,83
168,여수,2014-06-12 10:00,17.4,0.7,3,84
168,여수,2014-06-12 11:00,18.7,,3.8,76
168,여수,2014-06-12 12:00,19.9,,1.9,70
168,여수,2014-06-12 13:00,20.4,0,2,70
168,여수,2014-06-12 14:00,21.2,,1.3,67
168,여수,2014-06-12 15:00,21.6,,2.1,62
168,여수,2014-06-12 16:00,20.8,,5.5,70
168,여수,2014-06-12 17:00,20.5,,6.5,72
168,여수,2014-06-12 18:00,20,0,3.8,74
168,여수,2014-06-12 19:00,20.5,0,2.3,72
168,여수,2014-06-12 20:00,20,,2.2,72
168,여수,2014-06-12 21:00,19.6,,1.1,82
168,여수,2014-06-12 22:00,19.4,,0,80
168,여수,2014-06-12 23:00,19,,0.1,82
168,여수,2014-06-13 0:00,18.7,,1.5,83
168,여수,2014-06-13 1:00,18.5,,5.3,74
168,여수,2014-06-13 2:00,18.6,,4.3,72
168,여수,2014-06-13 3:00,18.1,,2.5,76
168,여수,2014-06-13 4:00,18.1,,4.8,76
168,여수,2014-06-13 5:00,17.8,,2.3,73
168,여수,2014-06-13 6:00,17.9,,2.5,70
168,여수,2014-06-13 7:00,19,,4.1,64
168,여수,2014-06-13 8:00,19.8,,5.7,61
168,여수,2014-06-13 9:00,21,,6,61
168,여수,2014-06-13 10:00,22.6,,3.2,54
168,여수,2014-06-13 11:00,23.8,,3.6,53
168,여수,2014-06-13 12:00,24.4,,4.9,53
168,여수,2014-06-13 13:00,24.7,,7.9,51
168,여수,2014-06-13 14:00,24.7,,6.9,59
168,여수,2014-06-13 15:00,24.3,,7.5,62
168,여수,2014-06-13 16:00,24,,5.8,65
168,여수,2014-06-13 17:00,24.1,,6.1,63
168,여수,2014-06-13 18:00,25.4,,5.6,46
168,여수,2014-06-13 19:00,25,,4.2,51
168,여수,2014-06-13 20:00,24.1,,3.2,55
168,여수,2014-06-13 21:00,23.4,,3.8,58
168,여수,2014-06-13 22:00,22.8,,3.8,61
168,여수,2014-06-13 23:00,22.2,,3.1,66
168,여수,2014-06-14 0:00,21.4,,2.6,74
168,여수,2014-06-14 1:00,21.3,,3.7,70
168,여수,2014-06-14 2:00,20.8,,4.6,74
168,여수,2014-06-14 3:00,20.4,,4.1,77
168,여수,2014-06-14 4:00,20.1,,4.3,75
168,여수,2014-06-14 5:00,19.7,,1.3,78
168,여수,2014-06-14 6:00,19.5,,1.7,75
168,여수,2014-06-14 7:00,19.8,,3.3,70
168,여수,2014-06-14 8:00,20.8,,4.9,66
168,여수,2014-06-14 9:00,22.1,,4,58
168,여수,2014-06-14 10:00,23.3,,5.2,56
168,여수,2014-06-14 11:00,24.5,,5.1,51
168,여수,2014-06-14 12:00,25.4,,6.2,49
168,여수,2014-06-14 13:00,25.1,,6.7,56
168,여수,2014-06-14 14:00,25.1,,5.8,57
168,여수,2014-06-14 15:00,24.3,,4.8,59
168,여수,2014-06-14 16:00,24.9,,5.4,58
168,여수,2014-06-14 17:00,23.9,,4.8,61
168,여수,2014-06-14 18:00,23.2,,6.7,62
168,여수,2014-06-14 19:00,22.8,,6.1,65
168,여수,2014-06-14 20:00,22,,5.3,70
168,여수,2014-06-14 21:00,21.5,,4.1,75
168,여수,2014-06-14 22:00,21.5,,4.6,73
168,여수,2014-06-14 23:00,21.9,,3.4,58
168,여수,2014-06-15 0:00,21.7,,6.1,59
168,여수,2014-06-15 1:00,21.3,,3.2,60
168,여수,2014-06-15 2:00,21.2,,4,54
168,여수,2014-06-15 3:00,21,,3.3,53
168,여수,2014-06-15 4:00,20.6,,3.4,56
168,여수,2014-06-15 5:00,19.9,,2.7,65
168,여수,2014-06-15 6:00,19.6,,1.4,67
168,여수,2014-06-15 7:00,20.1,,1.9,62
168,여수,2014-06-15 8:00,21.2,,2.5,57
168,여수,2014-06-15 9:00,21.9,,2.3,61
168,여수,2014-06-15 10:00,23.2,,1.7,57
168,여수,2014-06-15 11:00,24.2,,4.1,52
168,여수,2014-06-15 12:00,25.1,,4.9,51
168,여수,2014-06-15 13:00,25.4,,6.3,49
168,여수,2014-06-15 14:00,25,,5,54
168,여수,2014-06-15 15:00,25.2,,5.8,55
168,여수,2014-06-15 16:00,24.4,,5.9,60
168,여수,2014-06-15 17:00,24.2,,4.5,63
168,여수,2014-06-15 18:00,24,,4,65
168,여수,2014-06-15 19:00,23.4,,4,67
168,여수,2014-06-15 20:00,22.8,,3,69
168,여수,2014-06-15 21:00,22.5,,3.1,73
168,여수,2014-06-15 22:00,23.2,,5.9,61
